key,pearson_r,mae,rmse,train_time,ms_per_mol,n_params,epochs_run,stopped_early,dataset,model,level_id,seed
QM9_D-MPNN_2_7777,0.8206945657730103,0.009020216763019562,0.01141805675527652,142.83699917793274,2.0257367381366684,471041,80,0,QM9,D-MPNN,2,7777
QM9_D-MPNN_2_789,0.7889195680618286,0.010035376064479351,0.013356732545802774,69.64999985694885,2.0425236219564704,471041,39,1,QM9,D-MPNN,2,789
QM9_D-MPNN_2_8888,0.8236415386199951,0.00909202080219984,0.012401935169856453,142.2759985923767,2.04212769356336,471041,80,0,QM9,D-MPNN,2,8888
QM9_D-MPNN_2_9999,0.8421089053153992,0.009483068250119686,0.01282277618195785,128.60099840164185,2.0400694000124098,471041,73,1,QM9,D-MPNN,2,9999
QM9_DimeNet_0_1024,0.7261843681335449,0.009652849286794662,0.012810388995744923,131.69799876213074,1.904460364750635,878849,56,1,QM9,DimeNet,0,1024
QM9_DimeNet_0_1111,0.7870931625366211,0.009526168927550316,0.012825030928762048,188.41199445724487,1.9101293987175236,878849,80,0,QM9,DimeNet,0,1111
QM9_DimeNet_0_123,0.7853763699531555,0.010599003173410892,0.014067953926365031,187.09099984169006,1.896326474662113,878849,80,0,QM9,DimeNet,0,123
QM9_DimeNet_0_1618,0.8112005591392517,0.008593391627073288,0.011397258934276662,159.54000329971313,1.9303954707057376,878849,68,1,QM9,DimeNet,0,1618
QM9_DimeNet_0_1729,0.8724266290664673,0.010434835217893124,0.013717919220818128,187.7569978237152,1.924261632573804,878849,80,0,QM9,DimeNet,0,1729
QM9_DimeNet_0_2048,0.7920167446136475,0.011825717985630035,0.015812592440349566,70.59899878501892,1.904927028704583,878849,30,1,QM9,DimeNet,0,2048
QM9_DimeNet_0_2222,0.7389349937438965,0.009174246340990067,0.012370008058391098,75.60299754142761,1.9015935240002328,878849,32,1,QM9,DimeNet,0,2222
QM9_DimeNet_0_271,0.680729866027832,0.009654256515204906,0.014058906726084033,73.46299862861633,1.9098965277138675,878849,31,1,QM9,DimeNet,0,271
QM9_DimeNet_0_314,0.8423224687576294,0.010094556026160717,0.014134991004894897,188.57699918746948,1.9120676643538932,878849,80,0,QM9,DimeNet,0,314
QM9_DimeNet_0_3141,0.7001842856407166,0.011352628469467163,0.01578728121672596,70.92499995231628,1.9060603872411481,878849,30,1,QM9,DimeNet,0,3141
QM9_DimeNet_0_3333,0.7395714521408081,0.010110680013895035,0.01362529124295365,75.69599866867065,1.9063627221551098,878849,32,1,QM9,DimeNet,0,3333
QM9_DimeNet_0_42,0.7802319526672363,0.011169658973813057,0.015471195985752155,185.5769989490509,1.9405311771659615,878849,80,0,QM9,DimeNet,0,42
QM9_DimeNet_0_4444,0.7384731769561768,0.01094261184334755,0.014405383861067577,111.95299673080444,1.9233950186319388,878849,48,1,QM9,DimeNet,0,4444
QM9_DimeNet_0_456,0.6777036786079407,0.01100915763527155,0.015644309286978936,71.19899892807007,1.9027285515781212,878849,30,1,QM9,DimeNet,0,456
QM9_DimeNet_0_5555,0.8185536861419678,0.010591870173811913,0.014276525794289225,187.4790003299713,1.9084790824484734,878849,80,0,QM9,DimeNet,0,5555
QM9_DimeNet_0_6666,0.7297449111938477,0.010380063205957413,0.013613863040472537,186.56957149505615,1.9381290769980775,878849,80,0,QM9,DimeNet,0,6666
QM9_DimeNet_0_7777,0.7337992787361145,0.010670192539691925,0.013616804881398438,70.36799907684326,1.9074604903724133,878849,30,1,QM9,DimeNet,0,7777
QM9_DimeNet_0_789,0.7271278500556946,0.011018742807209492,0.014929627625252009,71.62699794769287,1.892659622666454,878849,30,1,QM9,DimeNet,0,789
QM9_DimeNet_0_8888,0.6930146217346191,0.01091763935983181,0.0154930819374887,70.63199877738953,1.8934596021204473,878849,30,1,QM9,DimeNet,0,8888
QM9_DimeNet_0_9999,0.8373361229896545,0.009890733286738396,0.01330222623491942,187.8760004043579,1.90762251454581,878849,80,0,QM9,DimeNet,0,9999
QM9_DimeNet_1_1024,0.7161508202552795,0.009913626126945019,0.01316047834117277,88.16799926757812,1.921527933634093,878849,37,1,QM9,DimeNet,1,1024
QM9_DimeNet_1_1111,0.7940009832382202,0.009418935514986515,0.01277661026130284,183.61401748657227,1.903945775467266,878849,78,1,QM9,DimeNet,1,1111
QM9_DimeNet_1_123,0.7684023380279541,0.01106988824903965,0.014903731254196001,103.11899900436401,1.9033322199812508,878849,44,1,QM9,DimeNet,1,123
QM9_DimeNet_1_1618,0.8180632591247559,0.008660980500280857,0.011432290031838318,159.31899857521057,1.9168970115789294,878849,68,1,QM9,DimeNet,1,1618
QM9_DimeNet_1_1729,0.8392244577407837,0.011681483127176762,0.015378078046488703,107.07800030708313,1.9219582919653546,878849,46,1,QM9,DimeNet,1,1729
